performance_id,campaign_id,date_id,impressions,clicks,conversions,spend,ctr,cpc,cpm,created_at,revenue,roas,cvr,creative_id,audience_id
675,127,675,-99,3,0,138.41,-3.03,46.14,-1398.08,2026-05-24 18:26:42,0,0.0,0.0,2,4
676,36,676,31175,27,0,159.03,0.09,5.89,5.1,2026-05-24 18:26:42,0,0.0,0.0,1,1
677,89,677,31175,27,0,159.03,0.09,5.89,5.1,2026-05-24 18:26:42,0,0.0,0.0,3,2
678,142,678,31175,27,0,159.03,0.09,5.89,5.1,2026-05-24 18:26:42,0,0.0,0.0,2,3
679,36,679,384,24,0,177.21,6.25,7.38,461.48,2026-05-24 18:26:42,0,0.0,0.0,1,1
680,89,680,384,24,0,177.21,6.25,7.38,461.48,2026-05-24 18:26:42,0,0.0,0.0,3,2
681,142,681,384,24,0,177.21,6.25,7.38,461.48,2026-05-24 18:26:42,0,0.0,0.0,2,3
682,21,682,108,3,0,178.83,2.78,59.61,1655.83,2026-05-24 18:26:42,0,0.0,0.0,1,2
683,74,683,108,3,0,178.83,2.78,59.61,1655.83,2026-05-24 18:26:42,0,0.0,0.0,3,3
684,127,684,108,3,0,178.83,2.78,59.61,1655.83,2026-05-24 18:26:42,0,0.0,0.0,2,4
685,21,685,139,4,0,187.63,2.88,46.91,1349.86,2026-05-24 18:26:42,0,0.0,0.0,1,2
686,74,686,139,4,0,187.63,2.88,46.91,1349.86,2026-05-24 18:26:42,0,0.0,0.0,3,3
687,127,687,139,4,0,187.63,2.88,46.91,1349.86,2026-05-24 18:26:42,0,0.0,0.0,2,4
688,34,688,175,5,0,-233.87,2.86,-46.77,-1336.4,2026-05-24 18:26:42,0,0.0,0.0,2,3
689,87,689,175,5,0,-233.87,2.86,-46.77,-1336.4,2026-05-24 18:26:42,0,0.0,0.0,1,4
690,140,690,175,5,0,-233.87,2.86,-46.77,-1336.4,2026-05-24 18:26:42,0,0.0,0.0,3,1
691,21,691,112,5,0,240.36,4.46,48.07,2146.07,2026-05-24 18:26:42,0,0.0,0.0,1,2
692,74,692,112,5,0,240.36,4.46,48.07,2146.07,2026-05-24 18:26:42,0,0.0,0.0,3,3
693,127,693,112,5,0,240.36,4.46,48.07,2146.07,2026-05-24 18:26:42,0,0.0,0.0,2,4
694,36,694,367,69,0,242.41,18.8,3.51,660.52,2026-05-24 18:26:42,0,0.0,0.0,1,1
695,89,695,367,69,0,242.41,18.8,3.51,660.52,2026-05-24 18:26:42,0,0.0,0.0,3,2
696,142,696,367,69,0,242.41,18.8,3.51,660.52,2026-05-24 18:26:42,0,0.0,0.0,2,3
697,34,697,186,6,0,274.03,3.23,45.67,1473.28,2026-05-24 18:26:42,0,0.0,0.0,2,3
698,87,698,186,6,0,274.03,3.23,45.67,1473.28,2026-05-24 18:26:42,0,0.0,0.0,1,4
699,140,699,186,6,0,274.03,3.23,45.67,1473.28,2026-05-24 18:26:42,0,0.0,0.0,3,1
700,21,700,219,8,0,280.36,3.65,35.05,1280.18,2026-05-24 18:26:42,0,0.0,0.0,1,2
701,74,701,219,8,0,280.36,3.65,35.05,1280.18,2026-05-24 18:26:42,0,0.0,0.0,3,3
702,127,702,219,8,0,280.36,3.65,35.05,1280.18,2026-05-24 18:26:42,0,0.0,0.0,2,4
703,36,703,414,42,0,283.29,10.14,6.75,684.28,2026-05-24 18:26:42,0,0.0,0.0,1,1
704,89,704,414,42,0,283.29,10.14,6.75,684.28,2026-05-24 18:26:42,0,0.0,0.0,3,2
705,142,705,414,42,0,283.29,10.14,6.75,684.28,2026-05-24 18:26:42,0,0.0,0.0,2,3
706,21,706,210,2,0,-289.4,0.95,-144.7,-1378.1,2026-05-24 18:26:42,0,0.0,0.0,1,2
707,74,707,210,2,0,-289.4,0.95,-144.7,-1378.1,2026-05-24 18:26:42,0,0.0,0.0,3,3
708,127,708,210,2,0,-289.4,0.95,-144.7,-1378.1,2026-05-24 18:26:42,0,0.0,0.0,2,4
709,12,709,24360,9,0,293.76,0.04,32.64,12.06,2026-05-24 18:26:42,0,0.0,0.0,1,1
710,65,710,24360,9,0,293.76,0.04,32.64,12.06,2026-05-24 18:26:42,0,0.0,0.0,3,2
711,118,711,24360,9,0,293.76,0.04,32.64,12.06,2026-05-24 18:26:42,0,0.0,0.0,2,3
712,36,712,452,70,0,-296.28,15.49,-4.23,-655.49,2026-05-24 18:26:42,0,0.0,0.0,1,1
713,89,713,452,70,0,-296.28,15.49,-4.23,-655.49,2026-05-24 18:26:42,0,0.0,0.0,3,2
714,142,714,452,70,0,-296.28,15.49,-4.23,-655.49,2026-05-24 18:26:42,0,0.0,0.0,2,3
715,21,715,194,15,0,-298.98,7.73,-19.93,-1541.13,2026-05-24 18:26:42,0,0.0,0.0,1,2
716,74,716,194,15,0,-298.98,7.73,-19.93,-1541.13,2026-05-24 18:26:42,0,0.0,0.0,3,3
717,127,717,194,15,0,-298.98,7.73,-19.93,-1541.13,2026-05-24 18:26:42,0,0.0,0.0,2,4
718,36,718,462,81,0,398.66,17.53,4.92,862.9,2026-05-24 18:26:42,0,0.0,0.0,1,1
719,89,719,462,81,0,398.66,17.53,4.92,862.9,2026-05-24 18:26:42,0,0.0,0.0,3,2
720,142,720,462,81,0,398.66,17.53,4.92,862.9,2026-05-24 18:26:42,0,0.0,0.0,2,3
721,21,721,354,9,0,403.953421,2.54,44.88,1141.11,2026-05-24 18:26:42,0,0.0,0.0,1,2
722,74,722,354,9,0,403.953421,2.54,44.88,1141.11,2026-05-24 18:26:42,0,0.0,0.0,3,3
723,127,723,354,9,0,403.953421,2.54,44.88,1141.11,2026-05-24 18:26:42,0,0.0,0.0,2,4
724,34,724,299,3,0,419.9,1.0,139.97,1404.35,2026-05-24 18:26:42,0,0.0,0.0,2,3
725,87,725,299,3,0,419.9,1.0,139.97,1404.35,2026-05-24 18:26:42,0,0.0,0.0,1,4
726,140,726,299,3,0,419.9,1.0,139.97,1404.35,2026-05-24 18:26:42,0,0.0,0.0,3,1
727,21,727,300,18,0,469.54,6.0,26.09,1565.13,2026-05-24 18:26:42,0,0.0,0.0,1,2
728,74,728,300,18,0,469.54,6.0,26.09,1565.13,2026-05-24 18:26:42,0,0.0,0.0,3,3
729,127,729,300,18,0,469.54,6.0,26.09,1565.13,2026-05-24 18:26:42,0,0.0,0.0,2,4
730,21,730,336,-21,0,499.29,-6.25,-23.78,1485.98,2026-05-24 18:26:42,0,0.0,0.0,1,2
731,74,731,336,-21,0,499.29,-6.25,-23.78,1485.98,2026-05-24 18:26:42,0,0.0,0.0,3,3
732,127,732,336,-21,0,499.29,-6.25,-23.78,1485.98,2026-05-24 18:26:42,0,0.0,0.0,2,4
733,21,733,428,28,0,504.85,6.54,18.03,1179.56,2026-05-24 18:26:42,0,0.0,0.0,1,2
734,74,734,428,28,0,504.85,6.54,18.03,1179.56,2026-05-24 18:26:42,0,0.0,0.0,3,3
735,127,735,428,28,0,504.85,6.54,18.03,1179.56,2026-05-24 18:26:42,0,0.0,0.0,2,4
736,34,736,367,9,0,80155.33,2.45,8906.15,218406.89,2026-05-24 18:26:42,0,0.0,0.0,2,3
737,87,737,367,9,0,80155.33,2.45,8906.15,218406.89,2026-05-24 18:26:42,0,0.0,0.0,1,4
738,140,738,367,9,0,80155.33,2.45,8906.15,218406.89,2026-05-24 18:26:42,0,0.0,0.0,3,1
739,34,739,310,1200,0,80596.25,387.1,67.16,259987.9,2026-05-24 18:26:42,0,0.0,0.0,2,3
740,87,740,310,1200,0,80596.25,387.1,67.16,259987.9,2026-05-24 18:26:42,0,0.0,0.0,1,4
741,140,741,310,1200,0,80596.25,387.1,67.16,259987.9,2026-05-24 18:26:42,0,0.0,0.0,3,1
742,12,742,-364,8,0,544.91,-2.2,68.11,-1497.01,2026-05-24 18:26:42,0,0.0,0.0,1,1
743,65,743,-364,8,0,544.91,-2.2,68.11,-1497.01,2026-05-24 18:26:42,0,0.0,0.0,3,2
744,118,744,-364,8,0,544.91,-2.2,68.11,-1497.01,2026-05-24 18:26:42,0,0.0,0.0,2,3
745,34,745,47415,5,0,575.24,0.01,115.05,12.13,2026-05-24 18:26:42,0,0.0,0.0,2,3
746,87,746,47415,5,0,575.24,0.01,115.05,12.13,2026-05-24 18:26:42,0,0.0,0.0,1,4
747,140,747,47415,5,0,575.24,0.01,115.05,12.13,2026-05-24 18:26:42,0,0.0,0.0,3,1
748,34,748,428,4,0,613.72,0.93,153.43,1433.93,2026-05-24 18:26:42,0,0.0,0.0,2,3
749,87,749,428,4,0,613.72,0.93,153.43,1433.93,2026-05-24 18:26:42,0,0.0,0.0,1,4
750,140,750,428,4,0,613.72,0.93,153.43,1433.93,2026-05-24 18:26:42,0,0.0,0.0,3,1
751,21,751,58725,21,0,625.31,0.04,29.78,10.65,2026-05-24 18:26:42,0,0.0,0.0,1,2
752,74,752,58725,21,0,625.31,0.04,29.78,10.65,2026-05-24 18:26:42,0,0.0,0.0,3,3
753,127,753,58725,21,0,625.31,0.04,29.78,10.65,2026-05-24 18:26:42,0,0.0,0.0,2,4
754,34,754,327,9,0,638.54,2.75,70.95,1952.72,2026-05-24 18:26:42,0,0.0,0.0,2,3
755,87,755,327,9,0,638.54,2.75,70.95,1952.72,2026-05-24 18:26:42,0,0.0,0.0,1,4
756,140,756,327,9,0,638.54,2.75,70.95,1952.72,2026-05-24 18:26:42,0,0.0,0.0,3,1
757,47,757,338,30,0,652.96,8.88,21.77,1931.83,2026-05-24 18:26:42,0,0.0,0.0,3,4
758,100,758,338,30,0,652.96,8.88,21.77,1931.83,2026-05-24 18:26:42,0,0.0,0.0,2,1
759,153,759,338,30,0,652.96,8.88,21.77,1931.83,2026-05-24 18:26:42,0,0.0,0.0,1,2
760,34,760,554,20,0,675.83,3.61,33.79,1219.91,2026-05-24 18:26:42,0,0.0,0.0,2,3
761,87,761,554,20,0,675.83,3.61,33.79,1219.91,2026-05-24 18:26:42,0,0.0,0.0,1,4
762,140,762,554,20,0,675.83,3.61,33.79,1219.91,2026-05-24 18:26:42,0,0.0,0.0,3,1
763,22,763,314,16,0,677.56,5.1,42.35,2157.83,2026-05-24 18:26:42,0,0.0,0.0,2,3
764,75,764,314,16,0,677.56,5.1,42.35,2157.83,2026-05-24 18:26:42,0,0.0,0.0,1,4
765,128,765,314,16,0,677.56,5.1,42.35,2157.83,2026-05-24 18:26:42,0,0.0,0.0,3,1
766,21,766,513,36,0,708.95,7.02,19.69,1381.97,2026-05-24 18:26:42,0,0.0,0.0,1,2
767,74,767,513,36,0,708.95,7.02,19.69,1381.97,2026-05-24 18:26:42,0,0.0,0.0,3,3
768,127,768,513,36,0,708.95,7.02,19.69,1381.97,2026-05-24 18:26:42,0,0.0,0.0,2,4
769,34,769,62205,14,0,795.38,0.02,56.81,12.79,2026-05-24 18:26:42,0,0.0,0.0,2,3
770,87,770,62205,14,0,795.38,0.02,56.81,12.79,2026-05-24 18:26:42,0,0.0,0.0,1,4
771,140,771,62205,14,0,795.38,0.02,56.81,12.79,2026-05-24 18:26:42,0,0.0,0.0,3,1
772,22,772,428,22,0,125382.85,5.14,5699.22,292950.58,2026-05-24 18:26:42,0,0.0,0.0,2,3
773,75,773,428,22,0,125382.85,5.14,5699.22,292950.58,2026-05-24 18:26:42,0,0.0,0.0,1,4
774,128,774,428,22,0,125382.85,5.14,5699.22,292950.58,2026-05-24 18:26:42,0,0.0,0.0,3,1
775,34,775,63220,10,0,125579.15,0.02,12557.91,1986.38,2026-05-24 18:26:42,0,0.0,0.0,2,3
776,87,776,63220,10,0,125579.15,0.02,12557.91,1986.38,2026-05-24 18:26:42,0,0.0,0.0,1,4
777,140,777,63220,10,0,125579.15,0.02,12557.91,1986.38,2026-05-24 18:26:42,0,0.0,0.0,3,1
778,34,778,556,-21,0,834.13,-3.78,-39.72,1500.23,2026-05-24 18:26:42,0,0.0,0.0,2,3
779,87,779,556,-21,0,834.13,-3.78,-39.72,1500.23,2026-05-24 18:26:42,0,0.0,0.0,1,4
780,140,780,556,-21,0,834.13,-3.78,-39.72,1500.23,2026-05-24 18:26:42,0,0.0,0.0,3,1
781,34,781,454,19,0,869.66,4.19,45.77,1915.55,2026-05-24 18:26:42,0,0.0,0.0,2,3
782,87,782,454,19,0,869.66,4.19,45.77,1915.55,2026-05-24 18:26:42,0,0.0,0.0,1,4
783,140,783,454,19,0,869.66,4.19,45.77,1915.55,2026-05-24 18:26:42,0,0.0,0.0,3,1
784,31,784,391,5,0,876.02,1.28,175.2,2240.46,2026-05-24 18:26:42,0,0.0,0.0,2,4
785,84,785,391,5,0,876.02,1.28,175.2,2240.46,2026-05-24 18:26:42,0,0.0,0.0,1,1
786,137,786,391,5,0,876.02,1.28,175.2,2240.46,2026-05-24 18:26:42,0,0.0,0.0,3,2
787,34,787,431,13,0,888.48,3.02,68.34,2061.44,2026-05-24 18:26:42,0,0.0,0.0,2,3
788,87,788,431,13,0,888.48,3.02,68.34,2061.44,2026-05-24 18:26:42,0,0.0,0.0,1,4
789,140,789,431,13,0,888.48,3.02,68.34,2061.44,2026-05-24 18:26:42,0,0.0,0.0,3,1
790,12,790,595,10,0,136315.25,1.68,13631.52,229101.26,2026-05-24 18:26:42,0,0.0,0.0,1,1
791,65,791,595,10,0,136315.25,1.68,13631.52,229101.26,2026-05-24 18:26:42,0,0.0,0.0,3,2
792,118,792,595,10,0,136315.25,1.68,13631.52,229101.26,2026-05-24 18:26:42,0,0.0,0.0,2,3
793,50,793,585,19,0,911.87,3.25,47.99,1558.75,2026-05-24 18:26:42,0,0.0,0.0,3,3
794,103,794,585,19,0,911.87,3.25,47.99,1558.75,2026-05-24 18:26:42,0,0.0,0.0,2,4
795,156,795,585,19,0,911.87,3.25,47.99,1558.75,2026-05-24 18:26:42,0,0.0,0.0,1,1
796,34,796,638,5,0,920.79,0.78,184.16,1443.24,2026-05-24 18:26:42,0,0.0,0.0,2,3
797,87,797,638,5,0,920.79,0.78,184.16,1443.24,2026-05-24 18:26:42,0,0.0,0.0,1,4
798,140,798,638,5,0,920.79,0.78,184.16,1443.24,2026-05-24 18:26:42,0,0.0,0.0,3,1
799,12,799,502,16,0,937.39,3.19,58.59,1867.31,2026-05-24 18:26:42,0,0.0,0.0,1,1
800,65,800,502,16,0,937.39,3.19,58.59,1867.31,2026-05-24 18:26:42,0,0.0,0.0,3,2
801,118,801,502,16,0,937.39,3.19,58.59,1867.31,2026-05-24 18:26:42,0,0.0,0.0,2,3
802,34,802,-2258,61,0,4175.28,-2.7,68.45,-1849.11,2026-05-24 18:26:42,0,0.0,0.0,2,3
803,87,803,-2258,61,0,4175.28,-2.7,68.45,-1849.11,2026-05-24 18:26:42,0,0.0,0.0,1,4
804,140,804,-2258,61,0,4175.28,-2.7,68.45,-1849.11,2026-05-24 18:26:42,0,0.0,0.0,3,1
805,34,805,560,900,0,-965.75,160.71,-1.07,-1724.55,2026-05-24 18:26:42,0,0.0,0.0,2,3
806,87,806,560,900,0,-965.75,160.71,-1.07,-1724.55,2026-05-24 18:26:42,0,0.0,0.0,1,4
807,140,807,560,900,0,-965.75,160.71,-1.07,-1724.55,2026-05-24 18:26:42,0,0.0,0.0,3,1
808,31,808,480,32,0,982.27,6.67,30.7,2046.4,2026-05-24 18:26:42,0,0.0,0.0,2,4
809,84,809,480,32,0,982.27,6.67,30.7,2046.4,2026-05-24 18:26:42,0,0.0,0.0,1,1
810,137,810,480,32,0,982.27,6.67,30.7,2046.4,2026-05-24 18:26:42,0,0.0,0.0,3,2
811,34,811,516,15,0,-1013.77,2.91,-67.58,-1964.67,2026-05-24 18:26:42,0,0.0,0.0,2,3
812,87,812,516,15,0,-1013.77,2.91,-67.58,-1964.67,2026-05-24 18:26:42,0,0.0,0.0,1,4
813,140,813,516,15,0,-1013.77,2.91,-67.58,-1964.67,2026-05-24 18:26:42,0,0.0,0.0,3,1
814,34,814,92075,13,0,1060.95,0.01,81.61,11.52,2026-05-24 18:26:42,0,0.0,0.0,2,3
815,87,815,92075,13,0,1060.95,0.01,81.61,11.52,2026-05-24 18:26:42,0,0.0,0.0,1,4
816,140,816,92075,13,0,1060.95,0.01,81.61,11.52,2026-05-24 18:26:42,0,0.0,0.0,3,1
817,31,817,765,47,0,1141.39,6.14,24.28,1492.01,2026-05-24 18:26:42,0,0.0,0.0,2,4
818,84,818,765,47,0,1141.39,6.14,24.28,1492.01,2026-05-24 18:26:42,0,0.0,0.0,1,1
819,137,819,765,47,0,1141.39,6.14,24.28,1492.01,2026-05-24 18:26:42,0,0.0,0.0,3,2
820,34,820,725,36,0,182019.93,4.97,5056.11,251061.97,2026-05-24 18:26:42,0,0.0,0.0,2,3
821,87,821,725,36,0,182019.93,4.97,5056.11,251061.97,2026-05-24 18:26:42,0,0.0,0.0,1,4
822,140,822,725,36,0,182019.93,4.97,5056.11,251061.97,2026-05-24 18:26:42,0,0.0,0.0,3,1
823,34,823,438,12,0,1228.16,2.74,102.35,2804.02,2026-05-24 18:26:42,0,0.0,0.0,2,3
824,87,824,438,12,0,1228.16,2.74,102.35,2804.02,2026-05-24 18:26:42,0,0.0,0.0,1,4
825,140,825,438,12,0,1228.16,2.74,102.35,2804.02,2026-05-24 18:26:42,0,0.0,0.0,3,1
826,34,826,793,27,0,1246.46,3.4,46.17,1571.83,2026-05-24 18:26:42,0,0.0,0.0,2,3
827,87,827,793,27,0,1246.46,3.4,46.17,1571.83,2026-05-24 18:26:42,0,0.0,0.0,1,4
828,140,828,793,27,0,1246.46,3.4,46.17,1571.83,2026-05-24 18:26:42,0,0.0,0.0,3,1
829,31,829,648,39,0,1305.89,6.02,33.48,2015.26,2026-05-24 18:26:42,0,0.0,0.0,2,4
830,84,830,648,39,0,1305.89,6.02,33.48,2015.26,2026-05-24 18:26:42,0,0.0,0.0,1,1
831,137,831,648,39,0,1305.89,6.02,33.48,2015.26,2026-05-24 18:26:42,0,0.0,0.0,3,2
832,34,832,726,19,0,1455.13,2.62,76.59,2004.31,2026-05-24 18:26:42,0,0.0,0.0,2,3
833,87,833,726,19,0,1455.13,2.62,76.59,2004.31,2026-05-24 18:26:42,0,0.0,0.0,1,4
834,140,834,726,19,0,1455.13,2.62,76.59,2004.31,2026-05-24 18:26:42,0,0.0,0.0,3,1
835,31,835,903,-69,0,1477.29,-7.64,-21.41,1635.98,2026-05-24 18:26:42,0,0.0,0.0,2,4
836,84,836,903,-69,0,1477.29,-7.64,-21.41,1635.98,2026-05-24 18:26:42,0,0.0,0.0,1,1
837,137,837,903,-69,0,1477.29,-7.64,-21.41,1635.98,2026-05-24 18:26:42,0,0.0,0.0,3,2
838,31,838,1016,71,0,1700.34,6.99,23.95,1673.56,2026-05-24 18:26:42,0,0.0,0.0,2,4
839,84,839,1016,71,0,1700.34,6.99,23.95,1673.56,2026-05-24 18:26:42,0,0.0,0.0,1,1
840,137,840,1016,71,0,1700.34,6.99,23.95,1673.56,2026-05-24 18:26:42,0,0.0,0.0,3,2
841,31,841,885,52,0,1716.41,5.88,33.01,1939.45,2026-05-24 18:26:42,0,0.0,0.0,2,4
842,84,842,885,52,0,1716.41,5.88,33.01,1939.45,2026-05-24 18:26:42,0,0.0,0.0,1,1
843,137,843,885,52,0,1716.41,5.88,33.01,1939.45,2026-05-24 18:26:42,0,0.0,0.0,3,2
844,34,844,1007,20,0,1780.27,1.99,89.01,1767.89,2026-05-24 18:26:42,0,0.0,0.0,2,3
845,87,845,1007,20,0,1780.27,1.99,89.01,1767.89,2026-05-24 18:26:42,0,0.0,0.0,1,4
846,140,846,1007,20,0,1780.27,1.99,89.01,1767.89,2026-05-24 18:26:42,0,0.0,0.0,3,1
847,9,847,1040,66,0,1795.48,6.35,27.2,1726.42,2026-05-24 18:26:42,0,0.0,0.0,1,2
848,62,848,1040,66,0,1795.48,6.35,27.2,1726.42,2026-05-24 18:26:42,0,0.0,0.0,3,3
849,115,849,1040,66,0,1795.48,6.35,27.2,1726.42,2026-05-24 18:26:42,0,0.0,0.0,2,4
850,31,850,1192,78,0,1798.65,6.54,23.06,1508.93,2026-05-24 18:26:42,0,0.0,0.0,2,4
851,84,851,1192,78,0,1798.65,6.54,23.06,1508.93,2026-05-24 18:26:42,0,0.0,0.0,1,1
852,137,852,1192,78,0,1798.65,6.54,23.06,1508.93,2026-05-24 18:26:42,0,0.0,0.0,3,2
853,34,853,962,34,0,1933.09,3.53,56.86,2009.45,2026-05-24 18:26:42,0,0.0,0.0,2,3
854,87,854,962,34,0,1933.09,3.53,56.86,2009.45,2026-05-24 18:26:42,0,0.0,0.0,1,4
855,140,855,962,34,0,1933.09,3.53,56.86,2009.45,2026-05-24 18:26:42,0,0.0,0.0,3,1
856,31,856,1124,103,1,1942.53,9.16,18.86,1728.23,2026-05-24 18:26:42,90000,46.33,0.97,2,4
857,84,857,1124,103,1,1942.53,9.16,18.86,1728.23,2026-05-24 18:26:42,90000,46.33,0.97,1,1
858,137,858,1124,103,1,1942.53,9.16,18.86,1728.23,2026-05-24 18:26:42,90000,46.33,0.97,3,2
859,31,859,1020,68,0,299801.44,6.67,4408.84,293922.98,2026-05-24 18:26:42,0,0.0,0.0,2,4
860,84,860,1020,68,0,299801.44,6.67,4408.84,293922.98,2026-05-24 18:26:42,0,0.0,0.0,1,1
861,137,861,1020,68,0,299801.44,6.67,4408.84,293922.98,2026-05-24 18:26:42,0,0.0,0.0,3,2
862,31,862,150945,-61,0,1990.51,-0.04,-32.63,13.19,2026-05-24 18:26:42,0,0.0,0.0,2,4
863,84,863,150945,-61,0,1990.51,-0.04,-32.63,13.19,2026-05-24 18:26:42,0,0.0,0.0,1,1
864,137,864,150945,-61,0,1990.51,-0.04,-32.63,13.19,2026-05-24 18:26:42,0,0.0,0.0,3,2
865,34,865,1164,36,0,2006.56,3.09,55.74,1723.85,2026-05-24 18:26:42,0,0.0,0.0,2,3
866,87,866,1164,36,0,2006.56,3.09,55.74,1723.85,2026-05-24 18:26:42,0,0.0,0.0,1,4
867,140,867,1164,36,0,2006.56,3.09,55.74,1723.85,2026-05-24 18:26:42,0,0.0,0.0,3,1
868,31,868,1231,91,1,2048.86,7.39,22.51,1664.39,2026-05-24 18:26:42,153000,74.68,1.1,2,4
869,84,869,1231,91,1,2048.86,7.39,22.51,1664.39,2026-05-24 18:26:42,153000,74.68,1.1,1,1
870,137,870,1231,91,1,2048.86,7.39,22.51,1664.39,2026-05-24 18:26:42,153000,74.68,1.1,3,2
871,9,871,162110,69,0,2083.52,0.04,30.2,12.85,2026-05-24 18:26:42,0,0.0,0.0,1,2
872,62,872,162110,69,0,2083.52,0.04,30.2,12.85,2026-05-24 18:26:42,0,0.0,0.0,3,3
873,115,873,162110,69,0,2083.52,0.04,30.2,12.85,2026-05-24 18:26:42,0,0.0,0.0,2,4
874,34,874,1093,45,0,2108.31,4.12,46.85,1928.92,2026-05-24 18:26:42,0,0.0,0.0,2,3
875,87,875,1093,45,0,2108.31,4.12,46.85,1928.92,2026-05-24 18:26:42,0,0.0,0.0,1,4
876,140,876,1093,45,0,2108.31,4.12,46.85,1928.92,2026-05-24 18:26:42,0,0.0,0.0,3,1
877,34,877,1052,38,0,2135.27,3.61,56.19,2029.72,2026-05-24 18:26:42,0,0.0,0.0,2,3
878,87,878,1052,38,0,2135.27,3.61,56.19,2029.72,2026-05-24 18:26:42,0,0.0,0.0,1,4
879,140,879,1052,38,0,2135.27,3.61,56.19,2029.72,2026-05-24 18:26:42,0,0.0,0.0,3,1
880,31,880,1163,77,0,2161.38,6.62,28.07,1858.45,2026-05-24 18:26:42,0,0.0,0.0,2,4
881,84,881,1163,77,0,2161.38,6.62,28.07,1858.45,2026-05-24 18:26:42,0,0.0,0.0,1,1
882,137,882,1163,77,0,2161.38,6.62,28.07,1858.45,2026-05-24 18:26:42,0,0.0,0.0,3,2
883,31,883,1063,62,0,2174.69,5.83,35.08,2045.8,2026-05-24 18:26:42,0,0.0,0.0,2,4
884,84,884,1063,62,0,2174.69,5.83,35.08,2045.8,2026-05-24 18:26:42,0,0.0,0.0,1,1
885,137,885,1063,62,0,2174.69,5.83,35.08,2045.8,2026-05-24 18:26:42,0,0.0,0.0,3,2
886,31,886,1443,107,0,2175.08,7.42,20.33,1507.33,2026-05-24 18:26:42,0,0.0,0.0,2,4
887,84,887,1443,107,0,2175.08,7.42,20.33,1507.33,2026-05-24 18:26:42,0,0.0,0.0,1,1
888,137,888,1443,107,0,2175.08,7.42,20.33,1507.33,2026-05-24 18:26:42,0,0.0,0.0,3,2
889,31,889,1158,70,0,2186.8,6.04,31.24,1888.43,2026-05-24 18:26:42,0,0.0,0.0,2,4
890,84,890,1158,70,0,2186.8,6.04,31.24,1888.43,2026-05-24 18:26:42,0,0.0,0.0,1,1
891,137,891,1158,70,0,2186.8,6.04,31.24,1888.43,2026-05-24 18:26:42,0,0.0,0.0,3,2
892,31,892,1239,85,0,2243.88,6.86,26.4,1811.04,2026-05-24 18:26:42,0,0.0,0.0,2,4
893,84,893,1239,85,0,2243.88,6.86,26.4,1811.04,2026-05-24 18:26:42,0,0.0,0.0,1,1
894,137,894,1239,85,0,2243.88,6.86,26.4,1811.04,2026-05-24 18:26:42,0,0.0,0.0,3,2
895,34,895,1400,47,0,2466.73,3.36,52.48,1761.95,2026-05-24 18:26:42,0,0.0,0.0,2,3
896,87,896,1400,47,0,2466.73,3.36,52.48,1761.95,2026-05-24 18:26:42,0,0.0,0.0,1,4
897,140,897,1400,47,0,2466.73,3.36,52.48,1761.95,2026-05-24 18:26:42,0,0.0,0.0,3,1
898,31,898,235915,94,0,2920.09,0.04,31.06,12.38,2026-05-24 18:26:42,0,0.0,0.0,2,4
899,84,899,235915,94,0,2920.09,0.04,31.06,12.38,2026-05-24 18:26:42,0,0.0,0.0,1,1
900,137,900,235915,94,0,2920.09,0.04,31.06,12.38,2026-05-24 18:26:42,0,0.0,0.0,3,2
901,12,901,1826,47,0,2956.41,2.57,62.9,1619.06,2026-05-24 18:26:42,0,0.0,0.0,1,1
902,65,902,1826,47,0,2956.41,2.57,62.9,1619.06,2026-05-24 18:26:42,0,0.0,0.0,3,2
903,118,903,1826,47,0,2956.41,2.57,62.9,1619.06,2026-05-24 18:26:42,0,0.0,0.0,2,3
904,22,904,1593,83,1,3352.86,5.21,40.4,2104.75,2026-05-24 18:26:42,90000,26.84,1.2,2,3
905,75,905,1593,83,1,3352.86,5.21,40.4,2104.75,2026-05-24 18:26:42,90000,26.84,1.2,1,4
906,128,906,1593,83,1,3352.86,5.21,40.4,2104.75,2026-05-24 18:26:42,90000,26.84,1.2,3,1
907,31,907,2087,110,0,3585.53,5.27,32.6,1718.03,2026-05-24 18:26:42,0,0.0,0.0,2,4
908,84,908,2087,110,0,3585.53,5.27,32.6,1718.03,2026-05-24 18:26:42,0,0.0,0.0,1,1
909,137,909,2087,110,0,3585.53,5.27,32.6,1718.03,2026-05-24 18:26:42,0,0.0,0.0,3,2
910,31,910,2883,178,1,5304.15,6.17,29.8,1839.8,2026-05-24 18:26:42,79500,14.99,0.56,2,4
911,84,911,2883,178,1,5304.15,6.17,29.8,1839.8,2026-05-24 18:26:42,79500,14.99,0.56,1,1
912,137,912,2883,178,1,5304.15,6.17,29.8,1839.8,2026-05-24 18:26:42,79500,14.99,0.56,3,2
913,31,913,2926,146,0,5536.36,4.99,37.92,1892.13,2026-05-24 18:26:42,0,0.0,0.0,2,4
914,84,914,2926,146,0,5536.36,4.99,37.92,1892.13,2026-05-24 18:26:42,0,0.0,0.0,1,1
915,137,915,2926,146,0,5536.36,4.99,37.92,1892.13,2026-05-24 18:26:42,0,0.0,0.0,3,2
916,31,916,4086,197,0,-7444.48,4.82,-37.79,-1821.95,2026-05-24 18:26:42,0,0.0,0.0,2,4
